,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
718619,718619,2021-01-21 13:55:14.090893+00:00,x,y,2021-01-22 13:00:00+00:00,2021-01-22 15:00:00+00:00,alpha,True,20.0,1,a-5,718619,10227.0
10849918,10849918,2021-06-22 17:36:51.648899+00:00,x,y,2021-07-10 14:00:00+00:00,2021-07-10 16:00:00+00:00,gamma,True,20.0,1,c-4,10849918,7500.0
2217630,2217630,2021-02-26 23:45:59.952001+00:00,x,y,2021-03-13 17:00:00+00:00,2021-03-13 18:59:00+00:00,gamma,True,20.0,2,c-6,2217630,8890.0
3928687,3928687,2021-03-27 14:42:08.528154+00:00,x,y,2021-03-28 15:30:00+00:00,2021-03-28 17:30:00+00:00,alpha,True,15.0,1,a-7,3928687,15325.0
398392,398392,2021-01-12 06:28:29.689132+00:00,x,y,2021-02-22 16:00:00+00:00,2021-02-22 18:10:00+00:00,alpha,True,0.0,0,a-7,398392,8739.0
7764544,7764544,2021-05-25 21:41:56.680340+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 06:55:00+00:00,beta,True,20.0,0,b-1,7764544,7416.0
3587267,3587267,2021-03-20 11:32:21.441799+00:00,x,y,2021-03-21 13:30:00+00:00,2021-03-21 15:30:00+00:00,alpha,True,15.0,1,a-5,3587267,13802.0
1838822,1838822,2021-02-17 22:45:16.451484+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,20.0,2,c-6,1838822,14000.0
16942634,16942634,2021-08-03 06:08:42.269556+00:00,x,y,2021-08-09 11:00:00+00:00,2021-08-09 12:55:00+00:00,beta,True,40.0,0,b-69,16942634,9300.0
10522660,10522660,2021-06-20 06:03:00.791790+00:00,x,y,2021-07-02 07:00:00+00:00,2021-07-02 09:00:00+00:00,alpha,True,35.0,1,a-5,10522660,7900.0
2102815,2102815,2021-02-24 11:24:40.409127+00:00,x,y,2021-02-26 05:00:00+00:00,2021-02-26 07:00:00+00:00,gamma,True,20.0,2,c-2,2102815,14000.0
10016600,10016600,2021-06-15 17:39:00.897993+00:00,x,y,2021-06-16 16:00:00+00:00,2021-06-16 18:00:00+00:00,alpha,True,15.0,1,a-23,10016600,7150.0
19824570,19824570,2021-08-18 14:28:35.940899+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,20.0,1,a-1,19824570,17745.0
10492002,10492002,2021-06-19 19:16:31.085099+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,2,c-2,10492002,7900.0
1615621,1615621,2021-02-13 09:13:19.861234+00:00,x,y,2021-02-15 05:15:00+00:00,2021-02-15 07:25:00+00:00,alpha,True,15.0,1,a-1,1615621,12495.0
675010,675010,2021-01-20 10:10:56.552983+00:00,x,y,2021-01-22 05:15:00+00:00,2021-01-22 07:25:00+00:00,alpha,True,0.0,0,a-1,675010,8739.0
13668193,13668193,2021-07-09 15:10:40.092373+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,alpha,True,35.0,1,a-7,13668193,10545.0
318275,318275,2021-01-09 15:56:47.671024+00:00,x,y,2021-01-10 11:00:00+00:00,2021-01-10 13:00:00+00:00,gamma,True,32.0,1,c-4,318275,13185.0
10620377,10620377,2021-06-20 21:09:28.449605+00:00,x,y,2021-06-28 05:00:00+00:00,2021-06-28 06:55:00+00:00,beta,True,20.0,0,b-1,10620377,6375.0
5698405,5698405,2021-04-27 21:21:26.798442+00:00,x,y,2021-06-05 14:00:00+00:00,2021-06-05 15:55:00+00:00,beta,True,20.0,0,b-9,5698405,6786.0
13379230,13379230,2021-07-07 18:27:34.984576+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 15:55:00+00:00,beta,True,20.0,0,b-9,13379230,6400.0
20880515,20880515,2021-08-25 06:58:20.725744+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,20880515,10040.0
906804,906804,2021-01-26 16:52:33.821639+00:00,x,y,2021-02-14 16:00:00+00:00,2021-02-14 18:10:00+00:00,alpha,True,0.0,0,a-7,906804,8739.0
12768548,12768548,2021-07-04 15:50:43.868035+00:00,x,y,2021-07-13 14:00:00+00:00,2021-07-13 16:00:00+00:00,gamma,True,20.0,1,c-4,12768548,10900.0
15455804,15455804,2021-07-22 16:15:19.731715+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,True,35.0,1,a-5,15455804,12645.0
1939006,1939006,2021-02-20 12:03:49.048789+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 06:55:00+00:00,beta,True,20.0,0,b-1,1939006,11504.0
11107534,11107534,2021-06-24 17:27:37.294023+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,1,c-6,11107534,7765.0
4138677,4138677,2021-04-01 11:57:09.411623+00:00,x,y,2021-04-11 17:00:00+00:00,2021-04-11 18:59:00+00:00,gamma,True,20.0,2,c-6,4138677,10800.0
6973672,6973672,2021-05-16 22:03:50.307015+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,gamma,True,20.0,1,c-2,6973672,7390.0
2039641,2039641,2021-02-22 22:42:38.096534+00:00,x,y,2021-02-23 17:00:00+00:00,2021-02-23 18:59:00+00:00,gamma,True,20.0,2,c-6,2039641,14000.0
5809545,5809545,2021-04-29 15:44:21.343154+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,20.0,1,c-6,5809545,9655.0
5537439,5537439,2021-04-25 19:50:56.242139+00:00,x,y,2021-04-30 13:30:00+00:00,2021-04-30 15:30:00+00:00,alpha,True,15.0,1,a-5,5537439,5996.0
2150419,2150419,2021-02-25 16:15:19.223600+00:00,x,y,2021-03-05 11:00:00+00:00,2021-03-05 12:55:00+00:00,beta,True,20.0,0,b-69,2150419,11473.0
15187527,15187527,2021-07-20 09:01:37.344606+00:00,x,y,2021-08-01 05:00:00+00:00,2021-08-01 06:55:00+00:00,beta,True,40.0,0,b-1,15187527,13040.0
16405966,16405966,2021-07-29 12:11:09.711837+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,1,c-4,16405966,9280.0
1175016,1175016,2021-02-02 10:14:25.187185+00:00,x,y,2021-02-15 05:00:00+00:00,2021-02-15 07:00:00+00:00,gamma,True,0.0,0,c-2,1175016,8525.0
19016182,19016182,2021-08-14 07:06:29.110973+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,20.0,1,a-23,19016182,25345.0
16505383,16505383,2021-07-30 08:52:55.147369+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,35.0,1,a-23,16505383,10545.0
9811585,9811585,2021-06-14 08:38:18.176868+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,True,15.0,1,a-5,9811585,6531.0
13831416,13831416,2021-07-10 16:31:29.600782+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,2,c-6,13831416,13560.0
5626899,5626899,2021-04-26 22:41:56.238740+00:00,x,y,2021-04-29 11:00:00+00:00,2021-04-29 13:00:00+00:00,gamma,True,20.0,2,c-4,5626899,8640.0
7337321,7337321,2021-05-20 21:31:42.490148+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,gamma,True,20.0,1,c-2,7337321,8025.0
15618835,15618835,2021-07-23 17:13:23.741196+00:00,x,y,2021-08-15 07:00:00+00:00,2021-08-15 09:00:00+00:00,alpha,True,35.0,1,a-5,15618835,10545.0
13672899,13672899,2021-07-09 15:38:41.576686+00:00,x,y,2021-07-11 04:00:00+00:00,2021-07-11 06:00:00+00:00,alpha,True,15.0,1,a-1,13672899,14945.0
18800099,18800099,2021-08-13 05:14:54.346946+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,15.0,1,a-7,18800099,18945.0
5106277,5106277,2021-04-21 08:32:32.083853+00:00,x,y,2021-04-28 11:00:00+00:00,2021-04-28 13:00:00+00:00,gamma,True,20.0,2,c-4,5106277,8390.0
11590322,11590322,2021-06-28 06:51:28.007927+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,15.0,1,a-7,11590322,9497.0
2628373,2628373,2021-03-04 21:47:54.530786+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,gamma,True,20.0,1,c-2,2628373,9905.0
349700,349700,2021-01-10 17:28:00.376220+00:00,x,y,2021-01-17 16:00:00+00:00,2021-01-17 17:55:00+00:00,beta,False,20.0,0,b-19,349700,8697.0
18616521,18616521,2021-08-12 07:19:51.832477+00:00,x,y,2021-08-25 11:00:00+00:00,2021-08-25 12:55:00+00:00,beta,True,20.0,0,b-69,18616521,6920.0
12242486,12242486,2021-07-01 22:10:02.154437+00:00,x,y,2021-07-11 04:00:00+00:00,2021-07-11 06:00:00+00:00,alpha,True,15.0,1,a-1,12242486,9045.0
4752215,4752215,2021-04-18 15:49:27.644331+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 07:00:00+00:00,gamma,True,20.0,2,c-2,4752215,9650.0
1600506,1600506,2021-02-12 22:05:40.069873+00:00,x,y,2021-03-05 13:30:00+00:00,2021-03-05 15:40:00+00:00,alpha,True,15.0,1,a-5,1600506,12495.0
19833552,19833552,2021-08-18 15:24:17.911244+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,20.0,1,a-7,19833552,14645.0
19813255,19813255,2021-08-18 13:14:20.234725+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 18:00:00+00:00,alpha,True,15.0,1,a-23,19813255,8300.0
2033161,2033161,2021-02-22 18:06:02.471073+00:00,x,y,2021-03-30 10:00:00+00:00,2021-03-30 11:55:00+00:00,beta,True,20.0,0,b-69,2033161,11504.0
15264706,15264706,2021-07-20 23:42:39.611053+00:00,x,y,2021-07-24 05:00:00+00:00,2021-07-24 06:55:00+00:00,beta,True,40.0,0,b-1,15264706,17740.0
8403040,8403040,2021-06-01 17:17:54.941687+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 07:00:00+00:00,gamma,True,20.0,1,c-2,8403040,10900.0
2413106,2413106,2021-03-01 15:52:25.760264+00:00,x,y,2021-04-02 09:00:00+00:00,2021-04-02 10:55:00+00:00,beta,True,20.0,0,b-67,2413106,11452.0
3154350,3154350,2021-03-13 00:35:25.928008+00:00,x,y,2021-03-13 15:30:00+00:00,2021-03-13 17:30:00+00:00,alpha,True,35.0,1,a-7,3154350,10799.0
14157108,14157108,2021-07-12 17:46:27.906136+00:00,x,y,2021-07-26 09:45:00+00:00,2021-07-26 11:45:00+00:00,gamma,True,20.0,1,c-2,14157108,14065.0
14156570,14156570,2021-07-12 17:42:54.693469+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,True,40.0,0,b-69,14156570,9160.0
12834585,12834585,2021-07-05 01:32:10.856174+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,1,c-4,12834585,12050.0
834773,834773,2021-01-24 18:26:53.141701+00:00,x,y,2021-02-02 16:00:00+00:00,2021-02-02 17:55:00+00:00,beta,True,20.0,0,b-19,834773,8707.0
2334257,2334257,2021-02-28 14:51:41.983105+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 12:55:00+00:00,beta,True,20.0,0,b-69,2334257,11452.0
20420945,20420945,2021-08-22 07:16:25.399086+00:00,x,y,2021-11-11 13:00:00+00:00,2021-11-11 15:00:00+00:00,alpha,True,15.0,1,a-9,20420945,7524.0
14249767,14249767,2021-07-13 11:13:53.338100+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,1,c-2,14249767,21150.0
12054288,12054288,2021-06-30 19:29:35.776032+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20.0,2,c-6,12054288,8765.0
10978500,10978500,2021-06-23 18:04:32.602755+00:00,x,y,2021-06-28 10:00:00+00:00,2021-06-28 12:00:00+00:00,alpha,True,15.0,1,a-7,10978500,7150.0
20870451,20870451,2021-08-25 05:46:26.867952+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 16:00:00+00:00,gamma,True,20.0,1,c-4,20870451,12560.0
20276047,20276047,2021-08-21 07:02:30.383804+00:00,x,y,2021-08-23 17:05:00+00:00,2021-08-23 19:05:00+00:00,omega,True,20.0,1,d-5,20276047,19000.0
10258328,10258328,2021-06-17 19:25:04.896167+00:00,x,y,2021-07-07 07:00:00+00:00,2021-07-07 09:00:00+00:00,alpha,True,35.0,1,a-5,10258328,7124.0
9502316,9502316,2021-06-12 07:54:56.584186+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,True,15.0,1,a-1,9502316,6531.0
20433114,20433114,2021-08-22 08:53:40.289570+00:00,x,y,2021-11-25 17:00:00+00:00,2021-11-25 18:59:00+00:00,gamma,True,20.0,1,c-6,20433114,9530.0
14732569,14732569,2021-07-16 16:34:11.885907+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,1,c-6,14732569,22130.0
1441498,1441498,2021-02-09 03:44:46.296867+00:00,x,y,2021-02-09 17:00:00+00:00,2021-02-09 18:59:00+00:00,gamma,True,32.0,1,c-6,1441498,9655.0
14197225,14197225,2021-07-13 04:46:15.948208+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,15.0,1,a-5,14197225,12945.0
14561693,14561693,2021-07-15 12:18:13.972494+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,15.0,1,a-23,14561693,11245.0
17329052,17329052,2021-08-06 06:59:21.012912+00:00,x,y,2021-08-06 14:10:00+00:00,2021-08-06 16:10:00+00:00,alpha,True,20.0,1,a-9,17329052,8381.0
13027346,13027346,2021-07-05 22:20:20.339499+00:00,x,y,2021-07-07 05:00:00+00:00,2021-07-07 06:55:00+00:00,beta,True,40.0,0,b-1,13027346,10810.0
838640,838640,2021-01-24 20:54:13.700047+00:00,x,y,2021-02-09 05:15:00+00:00,2021-02-09 07:25:00+00:00,alpha,True,20.0,1,a-1,838640,10227.0
5996674,5996674,2021-05-02 08:26:30.043759+00:00,x,y,2021-05-10 13:30:00+00:00,2021-05-10 15:30:00+00:00,alpha,True,35.0,1,a-5,5996674,6995.0
996993,996993,2021-01-28 22:18:02.571091+00:00,x,y,2021-02-10 14:00:00+00:00,2021-02-10 15:55:00+00:00,beta,True,35.0,0,b-9,996993,9553.0
9469673,9469673,2021-06-12 02:55:23.627364+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,15.0,1,a-9,9469673,9403.0
15600513,15600513,2021-07-23 14:54:52.701095+00:00,x,y,2021-08-05 05:00:00+00:00,2021-08-05 06:55:00+00:00,beta,True,40.0,0,b-1,15600513,8260.0
2765155,2765155,2021-03-07 08:34:09.361396+00:00,x,y,2021-03-07 17:00:00+00:00,2021-03-07 18:59:00+00:00,gamma,True,20.0,1,c-6,2765155,11670.0
14991370,14991370,2021-07-18 16:52:58.351298+00:00,x,y,2021-07-19 05:00:00+00:00,2021-07-19 06:55:00+00:00,beta,True,20.0,0,b-1,14991370,6760.0
8621124,8621124,2021-06-03 16:50:27.034215+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,True,15.0,1,a-1,8621124,9403.0
12301638,12301638,2021-07-02 09:00:42.363226+00:00,x,y,2021-07-08 07:00:00+00:00,2021-07-08 09:00:00+00:00,alpha,True,15.0,1,a-5,12301638,9045.0
7495215,7495215,2021-05-22 15:56:07.884463+00:00,x,y,2021-06-16 11:00:00+00:00,2021-06-16 13:00:00+00:00,gamma,True,20.0,1,c-4,7495215,8025.0
18113475,18113475,2021-08-10 06:16:56.479974+00:00,x,y,2021-08-11 13:00:00+00:00,2021-08-11 15:00:00+00:00,alpha,True,20.0,1,a-9,18113475,7524.0
4071968,4071968,2021-03-30 19:51:46.271609+00:00,x,y,2021-04-24 15:30:00+00:00,2021-04-24 17:30:00+00:00,alpha,True,15.0,1,a-7,4071968,9798.0
5741782,5741782,2021-04-28 15:00:51.742532+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 06:55:00+00:00,beta,True,20.0,0,b-1,5741782,6786.0
12999688,12999688,2021-07-05 18:43:41.871289+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,35.0,1,a-5,12999688,12645.0
15478280,15478280,2021-07-22 19:14:32.576554+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,1,c-6,15478280,10285.0
2205808,2205808,2021-02-26 19:14:32.851543+00:00,x,y,2021-03-01 05:00:00+00:00,2021-03-01 07:00:00+00:00,gamma,True,20.0,2,c-2,2205808,8890.0
7526160,7526160,2021-05-23 01:34:06.345267+00:00,x,y,2021-05-27 10:00:00+00:00,2021-05-27 12:00:00+00:00,alpha,True,35.0,1,a-9,7526160,8762.0
16740525,16740525,2021-08-01 09:17:07.583203+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,35.0,1,a-7,16740525,10545.0
309226,309226,2021-01-09 10:51:18.755266+00:00,x,y,2021-01-13 16:00:00+00:00,2021-01-13 18:10:00+00:00,alpha,True,0.0,0,a-7,309226,8739.0
12787716,12787716,2021-07-04 17:45:09.396751+00:00,x,y,2021-07-09 09:45:00+00:00,2021-07-09 11:45:00+00:00,gamma,True,20.0,1,c-2,12787716,11800.0
6615367,6615367,2021-05-11 10:08:31.508654+00:00,x,y,2021-05-30 14:00:00+00:00,2021-05-30 15:55:00+00:00,beta,True,20.0,0,b-9,6615367,6723.0
6993737,6993737,2021-05-17 06:41:28.104043+00:00,x,y,2021-06-29 05:00:00+00:00,2021-06-29 07:00:00+00:00,alpha,True,35.0,1,a-1,6993737,6494.0
16093303,16093303,2021-07-27 04:28:31.635971+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 16:00:00+00:00,gamma,True,20.0,1,c-4,16093303,9280.0
3055155,3055155,2021-03-11 14:16:12.927739+00:00,x,y,2021-03-22 14:00:00+00:00,2021-03-22 15:55:00+00:00,beta,True,40.0,0,b-9,3055155,9884.0
16383317,16383317,2021-07-29 08:35:25.613460+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,True,20.0,1,c-6,16383317,7765.0
1134148,1134148,2021-02-01 11:26:45.211052+00:00,x,y,2021-02-28 05:15:00+00:00,2021-02-28 07:25:00+00:00,alpha,True,20.0,1,a-1,1134148,9799.0
8776486,8776486,2021-06-05 06:44:29.031252+00:00,x,y,2021-07-05 05:00:00+00:00,2021-07-05 07:00:00+00:00,gamma,True,20.0,2,c-2,8776486,11900.0
16317072,16317072,2021-07-28 16:59:43.948011+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,alpha,True,15.0,1,a-7,16317072,7524.0
17309053,17309053,2021-08-06 01:21:51.273296+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,gamma,True,20.0,2,c-2,17309053,11285.0
1470663,1470663,2021-02-09 16:56:13.435312+00:00,x,y,2021-02-14 05:00:00+00:00,2021-02-14 07:00:00+00:00,gamma,True,32.0,1,c-2,1470663,8650.0
11629140,11629140,2021-06-28 11:10:08.468298+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,True,20.0,2,c-6,11629140,11900.0
13571475,13571475,2021-07-09 01:51:49.198959+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,True,35.0,1,a-5,13571475,19545.0
18590354,18590354,2021-08-12 04:07:27.891247+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,True,20.0,1,c-6,18590354,12560.0
14985040,14985040,2021-07-18 15:58:13.773642+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,15.0,1,a-5,14985040,9045.0
6219167,6219167,2021-05-05 11:25:18.188895+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,alpha,True,35.0,1,a-1,6219167,6995.0
17692319,17692319,2021-08-08 08:11:01.313307+00:00,x,y,2021-08-20 04:40:00+00:00,2021-08-20 06:40:00+00:00,omega,True,20.0,1,d-1,17692319,7950.0
11682748,11682748,2021-06-28 17:02:23.298633+00:00,x,y,2021-07-09 13:00:00+00:00,2021-07-09 15:00:00+00:00,alpha,True,15.0,1,a-9,11682748,7900.0
14645223,14645223,2021-07-16 04:48:58.676552+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,1,c-6,14645223,12560.0
20694067,20694067,2021-08-23 22:23:19.906692+00:00,x,y,2021-08-26 04:00:00+00:00,2021-08-26 06:00:00+00:00,alpha,True,15.0,1,a-1,20694067,11245.0
7017749,7017749,2021-05-17 10:56:40.111308+00:00,x,y,2021-05-22 10:00:00+00:00,2021-05-22 12:00:00+00:00,alpha,True,15.0,1,a-9,7017749,6890.0
10295611,10295611,2021-06-18 07:28:39.407070+00:00,x,y,2021-06-30 13:00:00+00:00,2021-06-30 15:00:00+00:00,alpha,True,35.0,1,a-9,10295611,7150.0
17656604,17656604,2021-08-08 02:29:35.320577+00:00,x,y,2021-08-09 07:00:00+00:00,2021-08-09 09:00:00+00:00,alpha,True,15.0,1,a-5,17656604,11245.0
21725939,21725939,2021-08-31 15:15:20.589017+00:00,x,y,2021-09-24 11:00:00+00:00,2021-09-24 13:00:00+00:00,gamma,True,20.0,1,c-4,21725939,5870.0
19776719,19776719,2021-08-18 09:35:21.257523+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,True,20.0,1,c-6,19776719,22130.0
14686182,14686182,2021-07-16 10:37:58.196594+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,35.0,1,a-9,14686182,25345.0
19882218,19882218,2021-08-18 19:58:01.726733+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,20.0,1,a-23,19882218,12645.0
5975119,5975119,2021-05-01 22:40:56.958257+00:00,x,y,2021-05-05 17:00:00+00:00,2021-05-05 18:59:00+00:00,gamma,True,20.0,1,c-6,5975119,7390.0
12312562,12312562,2021-07-02 09:59:13.758498+00:00,x,y,2021-07-11 09:45:00+00:00,2021-07-11 11:45:00+00:00,gamma,True,20.0,1,c-2,12312562,18860.0
11093966,11093966,2021-06-24 15:44:15.475759+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20.0,1,c-6,11093966,8525.0
10678630,10678630,2021-06-21 11:11:50.297646+00:00,x,y,2021-07-07 14:00:00+00:00,2021-07-07 16:00:00+00:00,gamma,True,20.0,2,c-4,10678630,7620.0
16094318,16094318,2021-07-27 04:40:21.261192+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,16094318,12645.0
2360492,2360492,2021-03-01 02:48:35.835332+00:00,x,y,2021-03-08 05:15:00+00:00,2021-03-08 07:25:00+00:00,alpha,True,15.0,1,a-1,2360492,7502.0
4955901,4955901,2021-04-20 07:25:59.528947+00:00,x,y,2021-05-17 15:30:00+00:00,2021-05-17 17:30:00+00:00,alpha,True,15.0,1,a-7,4955901,7796.0
17348962,17348962,2021-08-06 09:47:19.549255+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 16:00:00+00:00,gamma,True,20.0,2,c-4,17348962,10280.0
7631311,7631311,2021-05-24 07:56:36.212318+00:00,x,y,2021-06-25 16:00:00+00:00,2021-06-25 18:00:00+00:00,alpha,True,35.0,1,a-7,7631311,7520.0
12296267,12296267,2021-07-02 08:29:27.955500+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,35.0,1,a-5,12296267,12645.0
3524616,3524616,2021-03-19 09:13:25.970845+00:00,x,y,2021-03-24 13:30:00+00:00,2021-03-24 15:30:00+00:00,alpha,True,35.0,1,a-5,3524616,10799.0
14859208,14859208,2021-07-17 15:39:58.207421+00:00,x,y,2021-07-30 10:30:00+00:00,2021-07-30 12:30:00+00:00,alpha,True,35.0,1,a-5,14859208,12645.0
14584659,14584659,2021-07-15 15:07:47.711459+00:00,x,y,2021-07-30 16:30:00+00:00,2021-07-30 18:30:00+00:00,alpha,True,15.0,1,a-9,14584659,11245.0
14381164,14381164,2021-07-14 08:05:17.241355+00:00,x,y,2021-08-09 10:30:00+00:00,2021-08-09 12:25:00+00:00,beta,True,20.0,0,b-69,14381164,6760.0
14321594,14321594,2021-07-13 20:06:26.098701+00:00,x,y,2021-07-27 10:00:00+00:00,2021-07-27 12:00:00+00:00,alpha,True,35.0,1,a-7,14321594,12645.0
18220271,18220271,2021-08-10 15:07:25.239597+00:00,x,y,2021-09-19 14:00:00+00:00,2021-09-19 15:55:00+00:00,beta,True,20.0,0,b-9,18220271,6570.0
11322605,11322605,2021-06-26 08:41:11.357707+00:00,x,y,2021-07-09 09:45:00+00:00,2021-07-09 11:45:00+00:00,gamma,True,20.0,2,c-2,11322605,8765.0
3666197,3666197,2021-03-22 07:42:32.862249+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 13:00:00+00:00,gamma,True,20.0,2,c-4,3666197,10800.0
4598140,4598140,2021-04-14 16:56:39.448133+00:00,x,y,2021-04-16 13:30:00+00:00,2021-04-16 15:30:00+00:00,alpha,True,15.0,1,a-5,4598140,8048.0
8927336,8927336,2021-06-06 18:30:31.426425+00:00,x,y,2021-06-23 13:00:00+00:00,2021-06-23 15:00:00+00:00,alpha,True,35.0,1,a-9,8927336,9707.0
8704666,8704666,2021-06-04 12:05:31.542707+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,gamma,True,20.0,1,c-2,8704666,10900.0
9547410,9547410,2021-06-12 12:37:46.111974+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,alpha,True,35.0,1,a-1,9547410,7124.0
19182963,19182963,2021-08-15 05:28:50.604919+00:00,x,y,2021-09-15 10:35:00+00:00,2021-09-15 12:35:00+00:00,omega,True,20.0,1,d-3,19182963,6870.0
12183403,12183403,2021-07-01 14:22:53.698564+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,35.0,1,a-9,12183403,10545.0
524177,524177,2021-01-15 19:04:27.452012+00:00,x,y,2021-01-22 05:00:00+00:00,2021-01-22 07:00:00+00:00,gamma,True,32.0,2,c-2,524177,9645.0
9428892,9428892,2021-06-11 16:43:26.100818+00:00,x,y,2021-06-13 04:05:00+00:00,2021-06-13 06:00:00+00:00,alpha,True,35.0,1,a-1,9428892,11282.0
17645946,17645946,2021-08-07 23:01:29.914859+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,True,20.0,1,a-5,17645946,6810.0
